Dataset,Nodes,Samples,Rep,Algo,F1,Prec,Rec,SHD,Actual_CIT,Cond_CIT,Requests,Time_Total
mildew,35,5000,15,Standard PC,0.8674698795180723,0.972972972972973,0.782608695652174,11.0,3615,3020,5735,7.319674015045166
mildew,35,5000,15,DF-PC (Pure),0.8505747126436782,0.9024390243902439,0.8043478260869565,13.0,2930,2335,5894,5.124726057052612
mildew,35,5000,16,Standard PC,0.8395061728395062,0.9714285714285714,0.7391304347826086,13.0,3442,2847,5609,4.199071645736694
mildew,35,5000,16,DF-PC (Pure),0.8571428571428571,0.9473684210526315,0.782608695652174,12.0,2780,2185,5829,3.3103079795837402
mildew,35,5000,17,Standard PC,0.8809523809523809,0.9736842105263158,0.8043478260869565,10.0,3441,2846,5507,5.367744207382202
mildew,35,5000,17,DF-PC (Pure),0.8735632183908046,0.926829268292683,0.8260869565217391,11.0,2763,2168,5769,4.513051271438599
mildew,35,5000,18,Standard PC,0.853658536585366,0.9722222222222222,0.7608695652173914,12.0,3268,2673,5319,2.343005895614624
mildew,35,5000,18,DF-PC (Pure),0.8571428571428571,0.9473684210526315,0.782608695652174,12.0,2596,2001,5499,2.2892305850982666
mildew,35,5000,19,Standard PC,0.8395061728395062,0.9714285714285714,0.7391304347826086,13.0,3666,3071,5818,2.856598138809204
mildew,35,5000,19,DF-PC (Pure),0.8235294117647058,0.8974358974358975,0.7608695652173914,15.0,2871,2276,6330,2.6368517875671387
mildew,35,5000,20,Standard PC,0.8395061728395062,0.9714285714285714,0.7391304347826086,13.0,3440,2845,5565,2.8473691940307617
mildew,35,5000,20,DF-PC (Pure),0.8470588235294118,0.9230769230769231,0.782608695652174,13.0,2741,2146,5947,1.8412892818450928
mildew,35,5000,21,Standard PC,0.8433734939759038,0.9459459459459459,0.7608695652173914,13.0,3659,3064,5859,2.1775896549224854
mildew,35,5000,21,DF-PC (Pure),0.8333333333333333,0.9210526315789473,0.7608695652173914,14.0,2939,2344,6151,1.850895643234253
mildew,35,5000,22,Standard PC,0.8433734939759038,0.9459459459459459,0.7608695652173914,13.0,3780,3185,5960,12.436711549758911
mildew,35,5000,22,DF-PC (Pure),0.8505747126436782,0.9024390243902439,0.8043478260869565,13.0,3015,2420,6374,9.88521409034729
mildew,35,5000,23,Standard PC,0.825,0.9705882352941176,0.717391304347826,14.0,3501,2906,5678,3.7980170249938965
mildew,35,5000,23,DF-PC (Pure),0.8433734939759038,0.9459459459459459,0.7608695652173914,13.0,2870,2275,5911,3.5568792819976807
mildew,35,5000,24,Standard PC,0.8674698795180723,0.972972972972973,0.782608695652174,11.0,3470,2875,5576,6.20881986618042
mildew,35,5000,24,DF-PC (Pure),0.8863636363636365,0.9285714285714286,0.8478260869565217,10.0,2804,2209,5813,5.270840644836426
mildew,35,5000,25,Standard PC,0.8292682926829269,0.9444444444444444,0.7391304347826086,14.0,3426,2831,5565,6.802138090133667
mildew,35,5000,25,DF-PC (Pure),0.8433734939759038,0.9459459459459459,0.7608695652173914,13.0,2749,2154,5745,6.854709148406982
mildew,35,5000,26,Standard PC,0.853658536585366,0.9722222222222222,0.7608695652173914,12.0,3779,3184,6019,8.968625783920288
mildew,35,5000,26,DF-PC (Pure),0.8275862068965518,0.8780487804878049,0.782608695652174,15.0,3076,2481,6443,10.613307237625122
mildew,35,5000,27,Standard PC,0.8292682926829269,0.9444444444444444,0.7391304347826086,14.0,3370,2775,5480,6.1446373462677
mildew,35,5000,27,DF-PC (Pure),0.8705882352941177,0.9487179487179487,0.8043478260869565,11.0,2757,2162,5680,4.9459168910980225
mildew,35,5000,28,Standard PC,0.8192771084337348,0.918918918918919,0.7391304347826086,15.0,3654,3059,5840,9.266967296600342
mildew,35,5000,28,DF-PC (Pure),0.8333333333333333,0.9210526315789473,0.7608695652173914,14.0,2926,2331,6033,6.208975553512573
mildew,35,5000,29,Standard PC,0.8235294117647058,0.8974358974358975,0.7608695652173914,15.0,3493,2898,5624,2.6855151653289795
mildew,35,5000,29,DF-PC (Pure),0.8372093023255814,0.9,0.782608695652174,14.0,2819,2224,5897,2.4546217918395996
